AuthorID,AuthorName,Afilliation
42031,Imogene,Investment Managers
89600,Diena,Major Pharmaceuticals
66041,Arnoldo,n/a
11947,Claudina,Oil & Gas Production
83554,Leslie,Computer Communications Equipment
71418,Conney,Farming/Seeds/Milling
34646,Alva,Beverages (Production/Distribution)
18102,Pier,Medical/Dental Instruments
52522,Sharity,Major Pharmaceuticals
50851,Lutero,Property-Casualty Insurers
15905,Martica,Oil & Gas Production
66091,Frannie,Marine Transportation
62434,Feliza,Real Estate Investment Trusts
17855,Lorne,Electrical Products
76931,Teodoro,Computer peripheral equipment
27463,Nancy,Homebuilding
74440,Agnella,Medical Specialities
39064,Georgeanna,n/a
84230,Clovis,Accident &Health Insurance
54375,Conroy,Finance: Consumer Services
73542,Wallace,n/a
50225,Tristan,n/a
61044,Madelene,Containers/Packaging
20702,Teri,Medical/Dental Instruments
63568,Cassandry,Food Chains
20382,Juanita,Electrical Products
36686,Sidonia,Electronic Components
99598,Collen,Textiles
96561,Lani,Oil & Gas Production
60492,Shantee,Specialty Insurers
43635,Enoch,Telecommunications Equipment
25819,Horacio,Home Furnishings
15927,Ruthie,n/a
82402,Rita,Real Estate
61734,Matias,"Computer Software: Programming, Data Processing"
39904,Malchy,Real Estate Investment Trusts
18809,Lilllie,Electronic Components
48939,Ogdan,n/a
10408,Peder,Industrial Specialties
96918,Bren,n/a
53024,Verina,Computer peripheral equipment
81033,Evelyn,Recreational Products/Toys
14237,Anselma,Major Chemicals
40138,Jocelyne,Books
72017,Arnaldo,Business Services
48707,Marlyn,n/a
86905,Brook,Real Estate Investment Trusts
28802,Miles,n/a
27386,Loria,n/a
84860,Meagan,n/a
38891,Wang,n/a
26674,Newton,Biotechnology: Electromedical & Electrotherapeutic Apparatus
22876,Alick,Oil & Gas Production
54123,Liz,"Computer Software: Programming, Data Processing"
34933,Cecilia,Commercial Banks
13317,Chaddie,Other Specialty Stores
95615,Sylas,Specialty Foods
13232,Sarge,Oil Refining/Marketing
81298,Marilee,Major Pharmaceuticals
72399,Gustie,Air Freight/Delivery Services
32781,Ethelind,Business Services
40583,Yolanda,n/a
78295,Christos,Major Pharmaceuticals
18822,Stanwood,Computer Software: Prepackaged Software
32047,Melesa,EDP Services
43360,Aryn,n/a
60588,Kattie,EDP Services
50093,Murry,Commercial Banks
11513,Peg,Transportation Services
25243,Addy,n/a
16784,Mariellen,Hospital/Nursing Management
38268,Malchy,n/a
93332,Fredi,Major Pharmaceuticals
74998,Emanuel,n/a
97589,Frederico,EDP Services
29865,Tobiah,Major Chemicals
53640,Jonis,n/a
51900,Jeramie,Construction/Ag Equipment/Trucks
36372,Matty,n/a
40704,Ebenezer,Major Chemicals
65986,Findlay,Major Banks
37579,Kristi,Package Goods/Cosmetics
22063,Essa,Real Estate Investment Trusts
29072,Teodoro,Metal Fabrications
67977,Reeva,Hospital/Nursing Management
25200,Kate,Real Estate Investment Trusts
85184,Rafael,Oilfield Services/Equipment
41625,Sophey,Real Estate Investment Trusts
47180,Ned,n/a
16453,Karleen,Major Pharmaceuticals
47078,Matthiew,Real Estate Investment Trusts
46191,Agatha,Electrical Products
80748,Tamiko,Electric Utilities: Central
89626,Lazarus,Biotechnology: Biological Products (No Diagnostic Substances)
59651,Karlie,Computer Software: Prepackaged Software
70579,Terrie,Industrial Specialties
66835,Cyndy,Oil Refining/Marketing
32791,Chrissie,Plastic Products
98670,Port,Major Banks
50557,Charlotta,Major Pharmaceuticals
98103,Lucretia,Major Banks
39115,Florie,n/a
54068,Bentlee,Business Services
36577,Betsey,Medical Specialities
66022,Ariadne,n/a
40463,Pate,Semiconductors
86295,Berton,Building Products
12824,Julienne,Investment Bankers/Brokers/Service
39643,Virgie,Air Freight/Delivery Services
59537,Kassie,Computer Software: Prepackaged Software
31444,Darren,Oil & Gas Production
64711,Brice,Semiconductors
74135,Carlye,Biotechnology: Commercial Physical & Biological Resarch
12805,Corbie,Consumer Electronics/Video Chains
59039,Letty,Semiconductors
45742,Moishe,n/a
44793,Sean,Meat/Poultry/Fish
19284,Howey,Rental/Leasing Companies
88042,Erl,Computer Software: Prepackaged Software
23119,Bonny,Electric Utilities: Central
75823,June,Beverages (Production/Distribution)
79427,Deck,n/a
26171,Garik,n/a
93202,Myranda,n/a
60997,Kelsey,Professional Services
79573,Burke,Investment Bankers/Brokers/Service
53721,Gilberto,Packaged Foods
61014,Woodie,Electrical Products
43558,Erwin,Major Pharmaceuticals
54990,Inge,Other Consumer Services
40698,Stafford,Oil & Gas Production
45192,Chery,Trucking Freight/Courier Services
32074,Selestina,Homebuilding
40296,Henka,n/a
22457,Ana,Oil Refining/Marketing
11133,Quentin,Industrial Specialties
92267,Mel,Major Pharmaceuticals
80154,Janeczka,n/a
31022,Genovera,n/a
27859,Caritta,Real Estate Investment Trusts
45726,Stillman,Specialty Insurers
32376,Trevar,Business Services
85894,Wanids,Major Banks
66170,Kermie,Industrial Machinery/Components
88137,Monte,Major Pharmaceuticals
63983,Randee,Building Products
36502,Blaine,Apparel
34696,Dorree,EDP Services
57117,Way,n/a
52871,Mathilde,n/a
31873,Levin,n/a
12920,Paddie,Major Pharmaceuticals
63281,Zaria,n/a
70261,Kamilah,Real Estate Investment Trusts
94624,Gilburt,Telecommunications Equipment
26870,Eilis,n/a
52574,Christophorus,EDP Services
41153,Andrei,Life Insurance
14251,Kale,Major Chemicals
77862,Merridie,n/a
67964,May,Hospital/Nursing Management
98473,Con,Oil & Gas Production
81077,Gunar,Electric Utilities: Central
26295,Carver,n/a
11946,Jobi,Aerospace
37815,Dari,Professional Services
43727,Misti,Broadcasting
22250,Joelle,Air Freight/Delivery Services
67841,Giovanna,Paper
51237,Adriaens,Telecommunications Equipment
72515,Lorine,EDP Services
31095,Mattias,Semiconductors
43037,Robyn,Real Estate Investment Trusts
55446,Richardo,Major Pharmaceuticals
35302,Maggee,Television Services
28004,Ozzie,n/a
29779,Justus,Industrial Machinery/Components
44271,Care,Major Banks
12231,Tawnya,n/a
91213,Antonino,Professional Services
50877,Glenden,EDP Services
69715,Dierdre,Major Pharmaceuticals
