AuthorID,AuthorName,Afilliation
10817,Tera,Major Chemicals
10818,Brewer,n/a
10819,Rivi,Major Chemicals
10820,Brynna,Medical/Nursing Services
10821,Dalila,Clothing/Shoe/Accessory Stores
10822,Fara,n/a
10823,Heath,Telecommunications Equipment
10824,Biddie,Major Pharmaceuticals
10825,Arabel,n/a
10826,Eudora,Building Materials
10827,Sisely,Commercial Banks
10828,Phillida,Military/Government/Technical
10829,Tammie,Homebuilding
10830,Moe,Major Pharmaceuticals
10831,Camellia,Industrial Machinery/Components
10832,Damian,Precious Metals
10833,Galven,n/a
10834,Gilemette,Semiconductors
10835,Aharon,Environmental Services
10836,Becki,Major Pharmaceuticals
10837,Leroi,Consumer Electronics/Appliances
10838,Corenda,n/a
10839,Glenn,Metal Fabrications
10840,Meredithe,n/a
10841,Robinet,Real Estate
10842,Grethel,Major Pharmaceuticals
10843,Dunn,Publishing
10844,Lorie,n/a
10845,Garrott,Real Estate Investment Trusts
10846,Arabelle,Power Generation
10847,Bethina,Other Consumer Services
10848,Emelia,Major Pharmaceuticals
10849,Lew,Precious Metals
10850,Blondie,Electronic Components
10851,Pippy,Computer Software: Prepackaged Software
10852,Hester,Advertising
10853,Urbano,n/a
10854,Sophronia,Packaged Foods
10855,Blair,Major Banks
10856,Beitris,Professional Services
10857,Niels,n/a
10858,Abbott,n/a
10859,Emily,Savings Institutions
10860,Tamarah,Real Estate
10861,Ingaberg,Major Banks
10862,Lucias,Clothing/Shoe/Accessory Stores
10863,Halsey,Electric Utilities: Central
10864,Edyth,Real Estate Investment Trusts
10865,Elenore,n/a
10866,Rebeka,Hospital/Nursing Management
10867,Jorge,Industrial Machinery/Components
10868,Carlos,Property-Casualty Insurers
10869,Nydia,Trucking Freight/Courier Services
10870,Glyn,n/a
10871,Clemmie,n/a
10872,Jock,n/a
10873,Ermengarde,Apparel
10874,Yetty,n/a
10875,Marita,Broadcasting
10876,Glad,Major Pharmaceuticals
10877,Caesar,Paints/Coatings
10878,Emory,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
10879,Zelig,Real Estate Investment Trusts
10880,Kittie,n/a
10881,Ruthanne,Auto Manufacturing
10882,Virgie,Steel/Iron Ore
10883,Belva,Electric Utilities: Central
10884,Ali,Construction/Ag Equipment/Trucks
10885,Leonanie,Computer Software: Prepackaged Software
10886,Allyson,Marine Transportation
10887,Josephine,Computer Software: Prepackaged Software
10888,Mahala,Major Banks
10889,Petronia,"Computer Software: Programming, Data Processing"
10890,Roselin,Savings Institutions
10891,Rocky,Major Banks
10892,Hanson,Electric Utilities: Central
10893,Carin,Business Services
10894,Lennard,Semiconductors
10895,Blinnie,Savings Institutions
10896,Shane,Major Pharmaceuticals
10897,Orlando,Industrial Machinery/Components
10898,Karoline,Electric Utilities: Central
10899,Chloette,Biotechnology: Biological Products (No Diagnostic Substances)
10900,Crin,Industrial Machinery/Components
10901,Burnaby,Savings Institutions
10902,Ferrel,Savings Institutions
10903,Derwin,Hospital/Nursing Management
10904,Emelia,n/a
10905,Aurelia,Environmental Services
10906,Yancey,Water Supply
10907,Bernardo,Marine Transportation
10908,Yevette,Business Services
10909,Violette,Major Pharmaceuticals
10910,Leonard,Electric Utilities: Central
10911,Zachery,Property-Casualty Insurers
10912,Bridget,Other Consumer Services
10913,Bentley,Property-Casualty Insurers
10914,Tyrone,Telecommunications Equipment
10915,Morgan,Real Estate Investment Trusts
10916,Colette,n/a
10917,Tadeas,Recreational Products/Toys
10918,Stavros,n/a
10919,Carlie,Consumer Electronics/Appliances
10920,Odele,Medical Specialities
10921,Kerrie,Industrial Machinery/Components
10922,Craig,n/a
10923,Byrle,Biotechnology: Biological Products (No Diagnostic Substances)
10924,Immanuel,n/a
10925,Pennie,Oil & Gas Production
10926,Edi,Telecommunications Equipment
10927,Cleveland,n/a
10928,Jessalin,Property-Casualty Insurers
10929,Lorens,Hotels/Resorts
10930,Selig,Major Banks
10931,Ambur,Industrial Machinery/Components
10932,Alanna,Industrial Machinery/Components
10933,Carlye,Finance: Consumer Services
10934,Ashby,n/a
10935,Paxton,Construction/Ag Equipment/Trucks
10936,Gustave,Business Services
10937,Daron,Major Pharmaceuticals
10938,Marten,Computer Software: Prepackaged Software
10939,Lesley,n/a
10940,Sammie,n/a
10941,Belia,Trucking Freight/Courier Services
10942,Tuck,Paper
10943,Valentia,Computer peripheral equipment
10944,Johnna,Other Specialty Stores
10945,Mitzi,Packaged Foods
10946,Frances,n/a
10947,Nanon,Real Estate Investment Trusts
10948,Carmel,Investment Bankers/Brokers/Service
10949,Arie,Wholesale Distributors
10950,Wini,Telecommunications Equipment
10951,Corina,Major Banks
10952,Aretha,n/a
10953,Harrie,EDP Services
10954,Nessi,Broadcasting
10955,Artemus,Catalog/Specialty Distribution
10956,Kasper,Major Banks
10957,Taryn,n/a
10958,Mia,Oil & Gas Production
10959,Teri,Radio And Television Broadcasting And Communications Equipment
10960,Salomo,Packaged Foods
10961,Farrah,Coal Mining
10962,Nollie,EDP Services
10963,Alister,Water Supply
10964,Darrick,Major Banks
10965,Pennie,"Computer Software: Programming, Data Processing"
10966,Gale,Savings Institutions
10967,Durand,Medical/Dental Instruments
10968,Amelie,Biotechnology: Commercial Physical & Biological Resarch
10969,Kala,Industrial Machinery/Components
10970,Loren,n/a
10971,Jeffrey,Real Estate Investment Trusts
10972,Dougie,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10973,Der,Other Consumer Services
10974,Iago,n/a
10975,Veradis,Industrial Machinery/Components
10976,Anselma,Major Pharmaceuticals
10977,Osmond,Business Services
10978,Kelvin,Clothing/Shoe/Accessory Stores
10979,Emanuel,Biotechnology: Electromedical & Electrotherapeutic Apparatus
10980,Modestine,n/a
10981,Mal,Other Consumer Services
10982,Ag,n/a
10983,Corette,Military/Government/Technical
10984,Trina,Investment Bankers/Brokers/Service
10985,Jedediah,Semiconductors
10986,Legra,Major Banks
10987,Antony,Major Pharmaceuticals
10988,Stillman,n/a
10989,Antonino,Commercial Banks
10990,Christiano,Oilfield Services/Equipment
10991,Gypsy,n/a
10992,Antons,Real Estate Investment Trusts
10993,Koral,EDP Services
10994,Britni,Metal Fabrications
10995,Wildon,Electric Utilities: Central
10996,Sadie,Major Banks
10997,Tate,n/a
10998,Duncan,n/a
10999,Winne,n/a
11000,Sarah,Medical/Dental Instruments
